Date,Close,Capital Gains
1993-01-29 00:00:00-05:00,24.608623504638672,0.0
1993-02-01 00:00:00-05:00,24.783653259277344,0.0
1993-02-02 00:00:00-05:00,24.83616065979004,0.0
1993-02-03 00:00:00-05:00,25.09870719909668,0.0
1993-02-04 00:00:00-05:00,25.203710556030273,0.0
1993-02-05 00:00:00-05:00,25.186227798461914,0.0
1993-02-08 00:00:00-05:00,25.186227798461914,0.0
1993-02-09 00:00:00-05:00,25.01117706298828,0.0
1993-02-10 00:00:00-05:00,25.046201705932617,0.0
1993-02-11 00:00:00-05:00,25.168701171875,0.0
1993-02-12 00:00:00-05:00,24.976173400878906,0.0
1993-02-16 00:00:00-05:00,24.3460750579834,0.0
1993-02-17 00:00:00-05:00,24.32856559753418,0.0
1993-02-18 00:00:00-05:00,24.31108856201172,0.0
1993-02-19 00:00:00-05:00,24.398595809936523,0.0
1993-02-22 00:00:00-05:00,24.48611068725586,0.0
1993-02-23 00:00:00-05:00,24.468585968017578,0.0
1993-02-24 00:00:00-05:00,24.783653259277344,0.0
1993-02-25 00:00:00-05:00,24.83616065979004,0.0
1993-02-26 00:00:00-05:00,24.87116241455078,0.0
1993-03-01 00:00:00-05:00,24.801145553588867,0.0
1993-03-02 00:00:00-05:00,25.168701171875,0.0
1993-03-03 00:00:00-05:00,25.27372932434082,0.0
1993-03-04 00:00:00-05:00,25.133686065673828,0.0
1993-03-05 00:00:00-05:00,25.063682556152344,0.0
1993-03-08 00:00:00-05:00,25.623775482177734,0.0
1993-03-09 00:00:00-05:00,25.5362548828125,0.0
1993-03-10 00:00:00-05:00,25.588764190673828,0.0
1993-03-11 00:00:00-05:00,25.518762588500977,0.0
1993-03-12 00:00:00-05:00,25.256227493286133,0.0
1993-03-15 00:00:00-05:00,25.37873077392578,0.0
1993-03-16 00:00:00-05:00,25.37873077392578,0.0
1993-03-17 00:00:00-05:00,25.22121238708496,0.0
1993-03-18 00:00:00-05:00,25.37873077392578,0.0
1993-03-19 00:00:00-05:00,25.340330123901367,0.0
1993-03-22 00:00:00-05:00,25.19966697692871,0.0
1993-03-23 00:00:00-05:00,25.252384185791016,0.0
1993-03-24 00:00:00-05:00,25.252384185791016,0.0
1993-03-25 00:00:00-05:00,25.410676956176758,0.0
1993-03-26 00:00:00-05:00,25.269981384277344,0.0
1993-03-29 00:00:00-05:00,25.37551498413086,0.0
1993-03-30 00:00:00-05:00,25.44584846496582,0.0
1993-03-31 00:00:00-05:00,25.428251266479492,0.0
1993-04-01 00:00:00-05:00,25.340330123901367,0.0
1993-04-02 00:00:00-05:00,24.812782287597656,0.0
1993-04-05 00:00:00-04:00,24.935871124267578,0.0
1993-04-06 00:00:00-04:00,24.86553955078125,0.0
1993-04-07 00:00:00-04:00,24.95345687866211,0.0
